Feature,Importance
AATS7s,0.0018139272645852202
CrippenLogP,0.0018132705369960185
3d-RDF155i,0.0018091007643069627
MATS3c,0.0018056484695495405
GATS5e,0.001805607006018465
PubchemFP618,0.001800031063807998
AATSC2i,0.0017989298999337361
3d-L3i,0.0017923251421484844
3d-L1p,0.0017918348579018682
3d-RDF150v,0.0017908578928744782
3d-RDF35u,0.0017900566822938756
3d-RDF130u,0.001789905632513971
PubchemFP218,0.001788933169193828
3d-TDB3u,0.0017887141128837452
SpAD_Dzv,0.0017870948789990607
IC5,0.0017857239986618333
minsNH2,0.0017856710417399697
3d-RDF100s,0.0017806690199206692
AATSC5p,0.0017791987533268723
3d-RDF65i,0.0017789041312392649
ATSC6c,0.0017777038490806585
nF,0.0017766836382334043
3d-E3v,0.0017763898725865195
SpMax3_Bhm,0.0017751422397863416
3d-LOBMAX,0.001771420914317822
3d-RDF45m,0.0017667143578718807
3d-RDF25p,0.0017663747625827053
AATS8i,0.0017648595400032185
ATSC5c,0.001760939610189003
PubchemFP759,0.001760647195223728
AVP-3,0.0017589091018906423
ATSC3c,0.001752037462091897
3d-TDB1e,0.0017509868746394318
minHsNH2,0.0017508203906730997
PubchemFP536,0.001750546391970803
PubchemFP710,0.0017490567243156508
PubchemFP364,0.0017489009989352519
SpMin7_Bhe,0.0017481558172762629
MPC10,0.0017455131906185916
PubchemFP339,0.0017444354030995857
MATS5i,0.0017433406007760796
3d-E2u,0.001739988988354706
MATS1e,0.0017385473344147886
ATSC4e,0.0017348337959874481
AATSC4m,0.001733704057253171
AATSC8p,0.0017326918908758978
SpMin7_Bhm,0.0017301154143871311
3d-RDF120u,0.001729254224249443
ATSC2p,0.001728471978739321
minHAvin,0.0017274455048204628
SpMax7_Bhe,0.001726188018836065
nAtom,0.001721554868439973
3d-RDF100i,0.0017214480018551534
3d-RDF25v,0.001718937857123121
minwHBa,0.0017162003218558516
nHBint5,0.0017117627769564273
SC-3,0.0017085391917693962
SpAD_Dzm,0.0017061099688412363
ATS3v,0.0017056587230398906
SHBint6,0.001702035908890335
PubchemFP578,0.001699394153297957
AATS8v,0.001692631264461201
PubchemFP526,0.0016912603886723068
PubchemFP821,0.0016889650469021672
3d-RDF40e,0.001688942494532072
SM1_DzZ,0.0016871999942025457
PubchemFP349,0.001685430643473087
PubchemFP720,0.001684154600831771
SpAD_Dt,0.0016841419613851487
PubchemFP738,0.0016840657160215374
MWC6,0.0016777968633733893
3d-RPCS,0.0016766218891451725
SpMin7_Bhi,0.0016756770870803392
naaS,0.001675621170991627
3d-RDF55e,0.0016747009462848488
SdssC,0.0016693767533409983
maxdO,0.0016692498977675552
3d-RDF55v,0.0016691667402483745
ATSC2m,0.0016685408124409754
maxHBint3,0.0016683505431668083
MATS1m,0.001667133532922326
3d-Am,0.001666973509360365
PubchemFP712,0.0016633998458533167
ATS2e,0.0016545842356286468
3d-RDF115u,0.0016528138776572717
3d-RDF95u,0.0016482648002788954
AATSC8v,0.0016467127335687433
PubchemFP308,0.001645299601746784
PubchemFP476,0.0016443548208084728
AATSC6c,0.0016420045234468632
nHBDon,0.0016397300239835196
3d-FNSA-2,0.001638496886427714
ATS2i,0.0016373767500436002
minHBint10,0.0016371353998960462
3d-RDF40u,0.0016359365146797432
SIC4,0.0016359354867210925
SpMax_Dzp,0.001634024622832265
AATS0e,0.0016334686203949278
n6Ring,0.0016306420928619918
SHBint4,0.0016303035469149363
PubchemFP452,0.0016300980502093351
MW,0.0016243187538294574
3d-RDF105p,0.0016236936207574026
maxsNH2,0.0016223788304264573
3d-RDF95v,0.0016222117917057094
SaaS,0.0016182354703661705
PubchemFP681,0.0016176024877988487
MWC10,0.0016152500668047927
PubchemFP447,0.0016132239795415692
ATSC1v,0.001612203229932918
AATSC0e,0.0016097677014522583
PubchemFP704,0.0016096101010494137
EE_Dze,0.001609587092320374
SP-3,0.0016082876629385588
SpMin3_Bhi,0.0016082523176826334
3d-TDB2p,0.0016062830567277948
ETA_BetaP_s,0.0016057060410371421
AATSC3s,0.0016049800625735945
CIC2,0.00160456180872789
VE1_Dze,0.001600985382677321
SpMin7_Bhv,0.0015997011363337772
nsssN,0.0015989368786629608
ECCEN,0.001597832204284989
AATSC7m,0.0015977064403929846
PubchemFP434,0.0015969584909473488
SpMax2_Bhi,0.0015967509190045299
GGI4,0.0015947545862297439
ATSC1i,0.0015938525032431789
VE3_Dzs,0.0015934008577808453
AATSC5e,0.0015919706392399197
3d-TDB8r,0.0015893757034650435
3d-TDB1s,0.0015886660468984034
ETA_Epsilon_4,0.0015872916315524753
SdsssP,0.0015867222059516928
VR1_Dzv,0.0015863150066952978
3d-RDF120s,0.0015858849218758715
3d-RDF45e,0.0015852933308724015
SpAD_Dzs,0.0015845036003139098
PubchemFP453,0.0015843887286321955
nHBint4,0.0015842071979293626
PubchemFP726,0.00158362481278377
nHBd,0.001583016608601834
PubchemFP38,0.0015819627508391397
ATS0e,0.0015795744816336846
3d-RDF85p,0.0015794373666207803
SHAvin,0.0015792069273747825
3d-RDF110s,0.001578762120689016
GATS1v,0.0015778253665973128
3d-RDF10e,0.0015753344683075584
ATS4m,0.0015749293229381969
3d-TDB6p,0.0015745615295000301
3d-RDF135u,0.0015704969352358636
SpMin4_Bhe,0.0015660004197064644
3d-RDF10i,0.001565060557336529
VR1_Dt,0.0015648903685575896
minaaaC,0.0015628664421226048
nC,0.0015625431106976357
3d-RDF140i,0.0015622869290179552
ATSC3e,0.0015620942105108785
MATS2c,0.00155709234028723
PubchemFP650,0.0015562404515418484
3d-P1e,0.0015553963999488168
AATSC0v,0.0015531599325096861
3d-P1u,0.0015515343234717336
maxHdNH,0.0015509537905038745
MIC5,0.001547328338646272
maxHBint5,0.0015469194687773536
VE3_Dzm,0.0015455741372606346
MATS3e,0.0015446132699069605
ATS8e,0.0015413804744214795
PubchemFP690,0.0015370073152834952
3d-E1s,0.0015365131650219334
3d-RDF20s,0.0015335315773888525
ETA_Beta_ns,0.001532770598630076
WTPT-4,0.00153215584932024
SsBr,0.0015305366919650563
VE1_Dzv,0.0015280355364480198
ASP-3,0.0015278743505634576
3d-RDF45i,0.0015271883943397868
SpMin7_Bhp,0.0015251741343512116
ATS0s,0.0015250826281229225
3d-WNSA-3,0.0015235342135845851
VP-7,0.0015226609823501662
maxssssC,0.0015213657193830163
3d-RDF150p,0.0015208144377471288
ndssC,0.0015191790013514951
