Descriptor,Importance,Descriptor Type,Description,Class
C3SP2,-0.0006372476248424,PaDELCarbonTypesDescriptor,Doubly bound carbon bound to three other carbons ,2D
nBondsT,-0.000638757040271,PaDELBondCountDescriptor,Number of triple bonds,2D
PubchemFP451,-0.0006401744132514,"Atom Neighborhoods (""-"", ""="", and ""#"" matches a single, double, and triple bond order)",C(-N)(=O),FP
PubchemFP662,-0.0006410173723877,SMARTS patterns,O-C-C-O-C,FP
topoShape,-0.0006436153817273,TopologicalDescriptor,Petitjean topological shape index ,2D
LipinskiFailures,-0.0006437730612799,RuleOfFiveDescriptor,Number failures of the Lipinski's Rule Of 5,2D
nAcid,-0.0006437955398705,AcidicGroupCountDescriptor,"Number of acidic groups. The list of acidic groups is defined by these SMARTS ""$([O;H1]-[C,S,P]=O)"", ""$([*;-;!$(*~[*;+])])"", ""$([NH](S(=O)=O)C(F)(F)F)"", and ""$(n1nnnc1)"" originally presented in JOELib",2D
RDF30u,-0.0006454317385815,RDFDescriptor,Radial distribution function - 030 / unweighted,3D
WPSA-3,-0.0006475866150988,CPSADescriptor,PPSA-3 * total molecular surface area / 1000,3D
ATSC2p,-0.0006499483241998,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 2 / weighted by polarizabilities,2D
MATS2v,-0.0006510390944257,AutocorrelationDescriptor,Moran autocorrelation - lag 2 / weighted by van der Waals volumes,2D
AATS7e,-0.0006584656516673,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 7 / weighted by Sanderson electronegativities,2D
PubchemFP575,-0.0006626969418099,SMARTS patterns,O-C-C:C-O,FP
PubchemFP400,-0.0006735214966242,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",N(~H)(:C)(:C),FP
minaaNH,-0.0006738563172595,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type E-State: :NH:,2D
MATS1p,-0.0006741120237604,AutocorrelationDescriptor,Moran autocorrelation - lag 1 / weighted by polarizabilities,2D
PPSA-3,-0.0006755554753849,CPSADescriptor,Charge weighted partial positive surface area,3D
SCH-6,-0.0006779514804046,ChiChainDescriptor,"Simple chain, order 6",2D
MATS1i,-0.0006822592663002,AutocorrelationDescriptor,Moran autocorrelation - lag 1 / weighted by first ionization potential,2D
mindsN,-0.0006838086958363,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type E-State: =N-,2D
nssssC,-0.0006845619258401,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type E-State: >C<,2D
PubchemFP192,-0.0006863385401432,Chemical Rings,>= 3 any ring size 6,FP
MATS2e,-0.0006866108958551,AutocorrelationDescriptor,Moran autocorrelation - lag 2 / weighted by Sanderson electronegativities,2D
GATS8m,-0.000687900862513,AutocorrelationDescriptor,Geary autocorrelation - lag 8 / weighted by mass,2D
MATS5m,-0.0006900847158513,AutocorrelationDescriptor,Moran autocorrelation - lag 5 / weighted by mass,2D
PubchemFP379,-0.0006913899293001,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~N)(:N),FP
PubchemFP553,-0.0006937900665334,SMARTS patterns,O=C-C=C,FP
AATS7i,-0.0006979991162204,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 7 / weighted by first ionization potential,2D
RDF80v,-0.0007021202833101,RDFDescriptor,Radial distribution function - 080 / weighted by relative van der Waals volumes,3D
PubchemFP385,-0.000703321002563,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(:C)(:C)(:C),FP
minHaaCH,-0.000707525940074,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type H E-State: :CH:,2D
TDB2r,-0.0007105649719734,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 2 / weighted by covalent radius,3D
E3m,-0.0007110370836179,PaDELWHIMDescriptor,3rd component accessibility directional WHIM index / weighted by relative mass,3D
TDB9p,-0.0007122133860547,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 9 / weighted by polarizabilities,3D
ETA_dAlpha_A,-0.0007129319531038,ExtendedTopochemicalAtomDescriptor,A measure of count of non-hydrogen heteroatoms,2D
MATS7v,-0.0007160522825852,AutocorrelationDescriptor,Moran autocorrelation - lag 7 / weighted by van der Waals volumes,2D
maxHaaCH,-0.0007164394414662,ElectrotopologicalStateAtomTypeDescriptor,Maximum atom-type H E-State: :CH:,2D
PubchemFP650,-0.0007228743481633,SMARTS patterns,O=C-N-C=O,FP
PubchemFP342,-0.0007294526277493,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~C)(~Cl),FP
PubchemFP430,-0.0007337413586158,"Atom Neighborhoods (""-"", ""="", and ""#"" matches a single, double, and triple bond order)",C(-C)(-C)(=C),FP
E2s,-0.0007367887232031,PaDELWHIMDescriptor,2nd component accessibility directional WHIM index / weighted by relative I-state,3D
MATS7p,-0.0007392974727241,AutocorrelationDescriptor,Moran autocorrelation - lag 7 / weighted by polarizabilities,2D
GGI9,-0.0007408049831262,TopologicalChargeDescriptor,Topological charge index of order 9,2D
VE1_Dzp,-0.0007409666203884,BaryszMatrixDescriptor,Coefficient sum of the last eigenvector from Barysz matrix / weighted by polarizabilities,2D
AATS8p,-0.0007418979181963,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 8 / weighted by polarizabilities,2D
SIC1,-0.0007468221429212,InformationContentDescriptor,Structural information content index (neighborhood symmetry of 1-order),2D
PubchemFP691,-0.0007564141598495,SMARTS patterns,O-C-C-C-C-C-N,FP
MATS3e,-0.0007610518114043,AutocorrelationDescriptor,Moran autocorrelation - lag 3 / weighted by Sanderson electronegativities,2D
nsCH3,-0.0007636480917945,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type E-State: -CH3,2D
PubchemFP356,-0.0007705122438163,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~C)(:C)(:C),FP
ATS8e,-0.0007728004215107,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 8 / weighted by Sanderson electronegativities,2D
VE2_Dze,-0.0007738868807148,BaryszMatrixDescriptor,Average coefficient sum of the last eigenvector from Barysz matrix / weighted by Sanderson electronegativities,2D
CIC5,-0.0007782727421776,InformationContentDescriptor,Complementary information content index (neighborhood symmetry of 5-order),2D
PubchemFP389,-0.000778837142853,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(:N)(:N),FP
WPATH,-0.000784810364184,WienerNumbersDescriptor,Weiner path number ,2D
MATS6s,-0.000786433076571,AutocorrelationDescriptor,Moran autocorrelation - lag 6 / weighted by I-state,2D
PubchemFP571,-0.0007944722409874,SMARTS patterns,[#1]-C-O-[#1],FP
C1SP2,-0.0007963217187215,PaDELCarbonTypesDescriptor,Doubly bound carbon bound to one other carbon ,2D
minHBint4,-0.0007966128024002,ElectrotopologicalStateAtomTypeDescriptor,Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 4,2D
VE2_Dzi,-0.0007989282927787,BaryszMatrixDescriptor,Average coefficient sum of the last eigenvector from Barysz matrix / weighted by first ionization potential,2D
RDF30v,-0.0008051274496801,RDFDescriptor,Radial distribution function - 030 / weighted by relative van der Waals volumes,3D
maxaaO,-0.0008102222738823,ElectrotopologicalStateAtomTypeDescriptor,Maximum atom-type E-State: :O:,2D
PubchemFP527,-0.0008110554653027,SMARTS patterns,C:C:N-[#1],FP
minHaaNH,-0.0008141387348657,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type H E-State: :NH:,2D
nX,-0.0008166603873423,AtomCountDescriptor,"Number of halogen atoms (F, Cl, Br, I, At, Uus)",2D
AATSC6p,-0.0008238541186209,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 6 / weighted by polarizabilities,2D
BIC5,-0.0008315249944682,InformationContentDescriptor,Bond information content index (neighborhood symmetry of 5-order),2D
PubchemFP377,-0.0008373696044087,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~N)(:C)(:C),FP
PubchemFP612,-0.0008434240043987,SMARTS patterns,N-C-O-C-C,FP
TDB1v,-0.0008509891105649,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 1 / weighted by van der Waals volumes,3D
PubchemFP682,-0.0008518215162739,SMARTS patterns,O-C-C-C-C-N,FP
SsssN,-0.0008548698226666,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: >N-,2D
PubchemFP145,-0.0008605215147568,Chemical Rings,>= 1 saturated or aromatic nitrogen-containing ring size 5,FP
ATSC2v,-0.0008611936647657,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 2 / weighted by van der Waals volumes,2D
MDEC-24,-0.0008749143057447,MDEDescriptor,Molecular distance edge between all secondary and quaternary carbons ,2D
PubchemFP37,-0.0008778025996531,Element Counts,>= 1 Cl,FP
GATS2v,-0.0008787927219677,AutocorrelationDescriptor,Geary autocorrelation - lag 2 / weighted by van der Waals volumes,2D
PubchemFP625,-0.0008791417853082,SMARTS patterns,O=C-C:C-O,FP
RDF45m,-0.0008888412344119,RDFDescriptor,Radial distribution function - 045 / weighted by relative mass,3D
PubchemFP542,-0.0008944460545761,SMARTS patterns,O-C:C-[#1],FP
nHBint3,-0.0009072510691593,ElectrotopologicalStateAtomTypeDescriptor,Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 3,2D
minHBint7,-0.0009215100647134,ElectrotopologicalStateAtomTypeDescriptor,Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 7,2D
GATS6p,-0.0009226350434681,AutocorrelationDescriptor,Geary autocorrelation - lag 6 / weighted by polarizabilities,2D
SHBint10,-0.0009239927903572,ElectrotopologicalStateAtomTypeDescriptor,Sum of E-State descriptors of strength for potential hydrogen bonds of path length 10,2D
PubchemFP614,-0.0009326151147891,SMARTS patterns,C-C-O-C-C,FP
MDEN-23,-0.0009334090183931,MDEDescriptor,Molecular distance edge between all secondary and tertiary nitrogens ,2D
maxHBint10,-0.000939835683024,ElectrotopologicalStateAtomTypeDescriptor,Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 10,2D
TDB5e,-0.0009408555467291,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 5 / weighted by Sanderson electronegativities,3D
PubchemFP365,-0.0009419003780487,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~H)(~N),FP
GGI3,-0.0009419052874415,TopologicalChargeDescriptor,Topological charge index of order 3,2D
PubchemFP363,-0.0009444796303138,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~F)(~F),FP
TDB6u,-0.0009473528754921,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 6 / unweighted,3D
GATS4p,-0.0009488868117037,AutocorrelationDescriptor,Geary autocorrelation - lag 4 / weighted by polarizabilities,2D
IC1,-0.0009523971132505,InformationContentDescriptor,Information content index (neighborhood symmetry of 1-order),2D
nHCsats,-0.000959524397295,ElectrotopologicalStateAtomTypeDescriptor,"Count of atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb",2D
L2s,-0.0009677202497126,PaDELWHIMDescriptor,2nd component size directional WHIM index / weighted by relative I-state,3D
AATSC5e,-0.0009713609759696,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 5 / weighted by Sanderson electronegativities,2D
VC-4,-0.000987895496192,ChiClusterDescriptor,"Valence cluster, order 4",2D
AATS8e,-0.0010008340082351,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 8 / weighted by Sanderson electronegativities,2D
maxHBint4,-0.001005191005281,ElectrotopologicalStateAtomTypeDescriptor,Maximum E-State descriptors of strength for potential Hydrogen Bonds of path length 4,2D
PubchemFP700,-0.001007651575499,SMARTS patterns,O-C-C-C-C-C-O-C,FP
PubchemFP763,-0.0010089263747144,SMARTS patterns 2,Oc1c(N)cccc1,FP
nHssNH,-0.0010157977147096,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type H E-State: -NH-,2D
PubchemFP712,-0.001018678551297,SMARTS patterns,C-C(C)-C(C)-C,FP
PubchemFP543,-0.0010217176852876,SMARTS patterns,O-C:C-N,FP
VCH-6,-0.0010251506033831,ChiChainDescriptor,"Valence chain, order 6",2D
RDF55m,-0.0010303680154074,RDFDescriptor,Radial distribution function - 055 / weighted by relative mass,3D
naaO,-0.0010331430638874,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type E-State: :O:,2D
PubchemFP333,-0.0010493448295974,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~C)(~C)(~C),FP
AATSC8v,-0.0010575364229165,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 8 / weighted by van der Waals volumes,2D
PubchemFP409,-0.0010619154292586,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",O(:C)(:C),FP
GATS4s,-0.0010629405488429,AutocorrelationDescriptor,Geary autocorrelation - lag 4 / weighted by I-state,2D
AATSC1i,-0.0010655766365744,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 1 / weighted by first ionization potential,2D
PubchemFP547,-0.0010664882282173,SMARTS patterns,N-C:C-N,FP
nsssN,-0.0010794726530603,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type E-State: >N-,2D
RDF55s,-0.0010804879872055,RDFDescriptor,Radial distribution function - 055 / weighted by relative I-state,3D
AATSC7m,-0.0010858766089015,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 7 / weighted by mass,2D
ATSC8v,-0.0010865602578591,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 8 / weighted by van der Waals volumes,2D
BCUTw-1h,-0.001097508787741,BCUTDescriptor,nlow highest atom weighted BCUTS ,2D
PubchemFP477,-0.0011094853322426,SMARTS patterns,N-N-C:C,FP
PubchemFP707,-0.0011184520571079,SMARTS patterns,O=C-C-C-C-C(N)-C,FP
PubchemFP399,-0.0011184799621861,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",N(~H)(:C),FP
minaaO,-0.0011205925121003,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type E-State: :O:,2D
PubchemFP492,-0.0011297564508154,SMARTS patterns,N-C:O:C,FP
VR1_Dzp,-0.0011304526638657,BaryszMatrixDescriptor,Randic-like eigenvector-based index from Barysz matrix / weighted by polarizabilities,2D
maxHaaNH,-0.0011370465530012,ElectrotopologicalStateAtomTypeDescriptor,Maximum atom-type H E-State: :NH:,2D
PubchemFP346,-0.0011476914495965,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~C)(~H)(~O),FP
PubchemFP448,-0.0011541052887379,"Atom Neighborhoods (""-"", ""="", and ""#"" matches a single, double, and triple bond order)",C(-H)(=O),FP
ATSC0i,-0.0011580292249348,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 0 / weighted by first ionization potential,2D
PubchemFP436,-0.0011945009827942,"Atom Neighborhoods (""-"", ""="", and ""#"" matches a single, double, and triple bond order)",C(-C)(-H)(=O),FP
PubchemFP576,-0.0011957479947955,SMARTS patterns,N=C-C:C-[#1],FP
PubchemFP391,-0.0012088125324731,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",N(~C)(~C)(~C),FP
VE2_Dzp,-0.0012169249280868,BaryszMatrixDescriptor,Average coefficient sum of the last eigenvector from Barysz matrix / weighted by polarizabilities,2D
nHBint7,-0.0012205759980712,ElectrotopologicalStateAtomTypeDescriptor,Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 7,2D
PubchemFP422,-0.0012218011749375,"Atom Neighborhoods (""-"", ""="", and ""#"" matches a single, double, and triple bond order)",N=N,FP
maxwHBa,-0.0012232377997029,ElectrotopologicalStateAtomTypeDescriptor,Maximum E-States for weak Hydrogen Bond acceptors,2D
GATS5c,-0.0012319646354398,AutocorrelationDescriptor,Geary autocorrelation - lag 5 / weighted by charges,2D
SpMin8_Bhs,-0.0012376162486944,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative I-state,2D
AATS4i,-0.0012390466306003,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 4 / weighted by first ionization potential,2D
MATS5c,-0.0012432631532258,AutocorrelationDescriptor,Moran autocorrelation - lag 5 / weighted by charges,2D
PubchemFP24,-0.0012515889996192,Element Counts,>= 2 F,FP
minHBd,-0.0012685019900473,ElectrotopologicalStateAtomTypeDescriptor,Minimum E-States for (strong) Hydrogen Bond donors,2D
minssNH,-0.0012792222548035,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type E-State: -NH-,2D
ATSC3m,-0.0012836759652957,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 3 / weighted by mass,2D
SdsN,-0.001358186686483,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: =N-,2D
ATSC3i,-0.0013709951458693,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 3 / weighted by first ionization potential,2D
maxsCl,-0.0013735662217004,ElectrotopologicalStateAtomTypeDescriptor,Maximum atom-type E-State: -Cl,2D
SHssNH,-0.0013878988187879,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type H E-State: -NH-,2D
SRW7,-0.0013977852211509,WalkCountDescriptor,Self-returning walk count of order 7 (ln(1+x),2D
ATSC1i,-0.0014021660138772,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 1 / weighted by first ionization potential,2D
RDF70i,-0.0014100686256857,RDFDescriptor,Radial distribution function - 070 / weighted by relative first ionization potential,3D
VCH-5,-0.0014333345789887,ChiChainDescriptor,"Valence chain, order 5",2D
MDEN-13,-0.001435224609366,MDEDescriptor,Molecular distance edge between all primary and tertiary niroqens ,2D
PubchemFP392,-0.0014400269879044,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",N(~C)(~C)(~H),FP
SaaO,-0.0014448179391712,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: :O:,2D
